Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
713609,432677,436909,2,01-Sep-09,1853,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
713709,437244,429424,3,29-Aug-09,1110,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car
713709,437244,429424,3,29-Aug-09,1110,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,60,Motorcycle over 500cc
713709,437244,429424,3,29-Aug-09,1110,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,13,Car
713709,437244,429424,3,29-Aug-09,1110,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,49,Car
713709,437244,429424,3,29-Aug-09,1110,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,14,Car
714309,428854,425986,4,02-Sep-09,1640,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,37,Goods vehicle 3.5 tonnes mgw and under
714609,429538,431209,1,02-Sep-09,1350,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,5,Car
715109,426908,435448,2,14-Jul-09,930,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,61,Car
715109,426908,435448,2,14-Jul-09,930,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
715509,425749,426342,4,01-Sep-09,1804,Motorway,Wet / Damp,Daylight: street lights present,Other,Driver,Slight,Male,24,Car
715509,425749,426342,4,01-Sep-09,1804,Motorway,Wet / Damp,Daylight: street lights present,Other,Driver,Slight,Female,19,Car
716509,431720,433955,2,01-Sep-09,1755,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Pedal cycle
716809,435203,437597,3,25-Aug-09,1813,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Car
717109,428867,432487,1,02-Sep-09,1505,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,29,Pedal cycle
717309,431272,428911,2,01-Sep-09,1800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,32,Pedal cycle
717409,425336,435941,2,03-Sep-09,840,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,32,Car
717509,436148,435264,1,02-Sep-09,1515,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,30,Car
719009,421695,444211,2,01-Sep-09,1756,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car
719009,421695,444211,2,01-Sep-09,1756,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Car
719209,427007,440064,1,31-Aug-09,1700,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28,Car
719409,431019,430757,2,05-Sep-09,20,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,22,Car
720209,431906,434835,1,05-Sep-09,1310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,74,Bus or coach (17 or more passenger seats)
720409,437955,432915,1,05-Sep-09,1550,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Car
720409,437955,432915,1,05-Sep-09,1550,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,17,Car
720809,422300,433565,1,28-Aug-09,1715,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,4,Car
721109,423659,434671,2,05-Sep-09,1820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Pedal cycle
721209,419910,441060,2,02-Sep-09,1735,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,42,Car
721509,439029,431761,2,05-Sep-09,1510,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,25,Pedal cycle
721609,430067,425119,2,07-Sep-09,1012,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,50,Car
721609,430067,425119,2,07-Sep-09,1012,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
722009,432208,432990,1,04-Sep-09,1325,Unclassified,Dry,Daylight: street lights present,Unknown,Passenger,Slight,Male,48,Bus or coach (17 or more passenger seats)
722109,437496,432923,1,05-Sep-09,1000,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Goods vehicle 3.5 tonnes mgw and under
722209,423666,437572,2,05-Sep-09,555,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,32,Car
722209,423666,437572,2,05-Sep-09,555,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Female,42,Car
722209,423666,437572,2,05-Sep-09,555,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,15,Car
722209,423666,437572,2,05-Sep-09,555,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,6,Car
722509,431858,425432,4,03-Sep-09,810,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,23,Car
722509,431858,425432,4,03-Sep-09,810,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,31,Car
722509,431858,425432,4,03-Sep-09,810,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,25,Car
722709,428937,425981,2,25-Aug-09,1830,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,Car
722709,428937,425981,2,25-Aug-09,1830,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,28,Car
722709,428937,425981,2,25-Aug-09,1830,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
722809,428912,435505,2,04-Sep-09,1745,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,54,Pedal cycle
722909,426385,435884,2,29-Aug-09,1730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,6,Car
723009,421839,441216,3,05-Sep-09,1245,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
723009,421839,441216,3,05-Sep-09,1245,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,45,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
723509,429408,433919,2,04-Sep-09,2030,A(M),Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,19,Car
723609,428658,434965,2,07-Sep-09,1804,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Pedal cycle
723809,429145,434068,2,07-Sep-09,930,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Pedal cycle
724509,427983,435222,2,07-Sep-09,1750,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,31,Motorcycle over 125cc and up to 500cc
727009,430893,436415,1,02-Sep-09,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,65,Bus or coach (17 or more passenger seats)
727609,420505,440240,2,06-Sep-09,2025,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,62,Pedal cycle
728009,431971,437043,2,25-Aug-09,2145,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,22,Car
728009,431971,437043,2,25-Aug-09,2145,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Car
728009,431971,437043,2,25-Aug-09,2145,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,24,Car
728009,431971,437043,2,25-Aug-09,2145,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,23,Car
728809,427718,433704,1,31-Aug-09,2050,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Serious,Male,13,Car
728909,431379,435350,2,04-Sep-09,1800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,15,Pedal cycle
728909,431379,435350,2,04-Sep-09,1800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,16,Pedal cycle
729009,432136,430007,2,31-Aug-09,1430,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car
729009,432136,430007,2,31-Aug-09,1430,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,23,Car
729109,421549,435959,2,03-Sep-09,1001,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,33,Car
730309,441153,448922,1,06-Sep-09,1230,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,67,Car
731509,431102,430276,1,07-Sep-09,1344,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,34,Bus or coach (17 or more passenger seats)
731709,418424,442588,4,09-Sep-09,605,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
732209,430109,433598,1,07-Sep-09,1640,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,26,Car
732509,429339,431338,1,07-Sep-09,2225,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,70,Bus or coach (17 or more passenger seats)
732609,436609,435873,2,08-Sep-09,1335,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,18,Car
734009,429963,430863,1,09-Sep-09,1607,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,19,Car
735109,427311,433321,2,09-Sep-09,1035,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car
735409,432013,426246,2,06-Sep-09,810,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Car
735909,434529,436872,1,10-Sep-09,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,10,Car
736209,431640,429137,2,09-Sep-09,2120,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,22,Car
737309,431671,435358,2,10-Sep-09,844,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Pedal cycle
737409,435229,433649,1,09-Sep-09,1505,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,40,Car
737509,426221,431868,1,08-Sep-09,1640,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,9,Car
737609,437024,429235,2,09-Sep-09,1715,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,44,Motorcycle over 50cc and up to 125cc
737909,435549,438366,2,08-Sep-09,1525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car
738009,431280,433837,2,09-Sep-09,940,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Car
738309,426276,442370,2,10-Sep-09,2153,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,42,Motorcycle over 500cc
738409,433108,425914,2,07-Sep-09,1945,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,44,Car
738409,433108,425914,2,07-Sep-09,1945,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,39,Car
738409,433108,425914,2,07-Sep-09,1945,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,11,Car
738509,440854,432895,1,08-Sep-09,1332,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Motorcycle over 125cc and up to 500cc
738609,434503,435434,3,09-Sep-09,1950,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,12,Pedal cycle
738709,430066,434182,1,08-Sep-09,1615,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,24,Car
738809,432508,427306,2,09-Sep-09,2250,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Car
740509,442114,445167,1,08-Sep-09,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,13,Car
740609,431159,436390,2,09-Sep-09,815,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
740609,431159,436390,2,09-Sep-09,815,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,28,Car
740709,436329,435648,2,08-Sep-09,2115,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,16,Taxi/Private hire car
740809,432822,438758,2,01-Sep-09,1230,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,46,Car
740909,437862,429858,3,09-Sep-09,1700,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
740909,437862,429858,3,09-Sep-09,1700,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,61,Car
741109,429973,445291,2,10-Sep-09,1635,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,43,Motorcycle over 500cc
741709,427692,436076,1,10-Sep-09,45,B,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,22,Taxi/Private hire car
742109,426949,433434,2,14-Sep-09,1130,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
743109,429139,432052,1,10-Sep-09,2034,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,42,Car
743909,428237,436523,2,10-Sep-09,1520,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Car
743909,428237,436523,2,10-Sep-09,1520,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,14,Car
744409,441572,430325,2,12-Sep-09,2015,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,19,Car
744409,441572,430325,2,12-Sep-09,2015,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,18,Car
744409,441572,430325,2,12-Sep-09,2015,B,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,18,Car
744509,436147,435291,1,08-Sep-09,920,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49,Car
745009,423605,437875,1,12-Sep-09,1238,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,75,Bus or coach (17 or more passenger seats)
746609,427518,433834,2,01-Sep-09,1650,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,32,Pedal cycle
746909,421104,444568,2,11-Sep-09,1240,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Car
746909,421104,444568,2,11-Sep-09,1240,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
747009,431344,434110,2,11-Sep-09,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50,Car
747209,426142,437271,2,10-Sep-09,2130,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,17,Motorcycle over 50cc and up to 125cc
747309,420965,441141,1,12-Sep-09,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,69,Bus or coach (17 or more passenger seats)
747409,436034,434795,1,07-Sep-09,1710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,17,Car
747509,438857,446387,2,11-Sep-09,1448,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,80,Bus or coach (17 or more passenger seats)
